#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT_FIXED	Neg	GH	6	1	16.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT	Neg	GH	63	4	6.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT_FIXED	Neg	GH	27	1	3.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT	Neg	GH	304	42	13.8	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT_FIXED	Neg	GH	39	3	7.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT	Neg	GH	322	46	14.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT_FIXED	Neg	GH	35	4	11.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT	Neg	GH	357	51	14.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT_FIXED	Neg	GH	567	35	6.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT	Neg	GH	11093	1227	11.1	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT_FIXED	Neg	GH	25	1	4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT	Neg	GH	198	18	9.1	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT_FIXED	Neg	GH	1	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT	Neg	GH	17	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_FIXED	Neg	GH	13	2	15.4	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX	Neg	GH	259	25	9.7	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_FIXED	Neg	GH	26	1	3.8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX	Neg	GH	336	61	18.2	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_FIXED	Neg	GH	19	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX	Neg	GH	218	21	9.6	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_FIXED	Neg	GH	32	6	18.8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX	Neg	GH	291	41	14.1	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_FIXED	Neg	GH	1397	126	9	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX	Neg	GH	69	11	15.9	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_FIXED	Neg	GH	1	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX	Neg	GH	21	1	4.8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_FIXED	Neg	GH	31	7	22.6	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX	Neg	GH	333	50	15	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_FIXED	Neg	GH	23	1	4.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX	Neg	GH	217	31	14.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_FIXED	Neg	GH	18	2	11.1	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX	Neg	GH	228	28	12.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_FIXED	Neg	GH	26	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX	Neg	GH	362	38	10.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_FIXED	Neg	GH	27	2	7.4	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX	Neg	GH	249	34	13.7	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_FIXED	Neg	GH	26	3	11.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX	Neg	GH	187	15	8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_FIXED	Neg	GH	15	3	20	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX	Neg	GH	264	35	13.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_FIXED	Neg	GH	20	1	5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX	Neg	GH	276	36	13	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_FIXED	Neg	GH	55	9	16.4	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX	Neg	GH	450	95	21.1	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_FIXED	Neg	GH	26	4	15.4	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX	Neg	GH	216	27	12.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_FIXED	Neg	GH	65	6	9.2	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX	Neg	GH	13	2	15.4	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_FIXED	Neg	GH	24	3	12.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX	Neg	GH	278	37	13.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_FIXED	Neg	GH	3382	375	11.1	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX	Neg	GH	60	16	26.7	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_FIXED	Neg	GH	29	3	10.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX	Neg	GH	326	48	14.7	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_FIXED	Neg	GH	3	1	33.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX	Neg	GH	6	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_FIXED	Neg	GH	35	5	14.3	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX	Neg	GH	463	73	15.8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_FIXED	Neg	GH	256	46	18	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX	Neg	GH	4	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_FIXED	Neg	GH	32	4	12.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX	Neg	GH	274	46	16.8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_FIXED	Neg	GH	2	1	50	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX	Neg	GH	41	8	19.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_FIXED	Neg	GH	26	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX	Neg	GH	212	28	13.2	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX_FIXED	Neg	GH	19	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX	Neg	GH	211	32	15.2	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX_FIXED	Neg	GH	21	1	4.8	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX	Neg	GH	274	37	13.5	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX_FIXED	Neg	GH	341	40	11.7	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX	Neg	GH	7557	953	12.6	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX_FIXED	Neg	GH	14	3	21.4	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX	Neg	GH	135	15	11.1	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX_FIXED	Neg	GH	2	0	0	PEAK_TEMP
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX	Neg	GH	10	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	9	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_RH1	Neg	GH	321	30	9.3	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	20	2	10	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_RH1	Neg	GH	402	40	10	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	11	1	9.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_RH1	Neg	GH	285	23	8.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	26	2	7.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_RH1	Neg	GH	308	34	11	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	1467	93	6.3	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_RH1	Neg	GH	58	7	12.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	2	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_RH1	Neg	GH	40	2	5	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	17	1	5.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_RH1	Neg	GH	391	19	4.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	22	3	13.6	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_RH1	Neg	GH	236	21	8.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	25	3	12	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_RH1	Neg	GH	278	26	9.4	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	32	2	6.3	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_RH1	Neg	GH	478	40	8.4	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	24	4	16.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_RH1	Neg	GH	362	33	9.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	13	1	7.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_RH1	Neg	GH	178	10	5.6	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	10	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_RH1	Neg	GH	298	24	8.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	25	3	12	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_RH1	Neg	GH	353	32	9.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	42	6	14.3	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_RH1	Neg	GH	524	60	11.5	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	13	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_RH1	Neg	GH	302	27	8.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	96	10	10.4	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_RH1	Neg	GH	16	2	12.5	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	15	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_RH1	Neg	GH	390	41	10.5	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	3342	98	2.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_RH1	Neg	GH	51	3	5.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	33	3	9.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_RH1	Neg	GH	409	45	11	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	4	1	25	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_RH1	Neg	GH	8	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	36	2	5.6	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_RH1	Neg	GH	598	54	9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	239	28	11.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_RH1	Neg	GH	9	1	11.1	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	23	3	13	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_RH1	Neg	GH	370	14	3.8	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	3	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_RH1	Neg	GH	45	2	4.4	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	10	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_RH1	Neg	GH	284	18	6.3	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	17	1	5.9	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX_RH1	Neg	GH	254	21	8.3	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	13	1	7.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX_RH1	Neg	GH	297	20	6.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	267	18	6.7	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX_RH1	Neg	GH	10521	964	9.2	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	8	1	12.5	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX_RH1	Neg	GH	149	14	9.4	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX_RH1_FIXED	Neg	GH	3	0	0	PEAK_TEMP
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX_RH1	Neg	GH	12	1	8.3	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	29	1	3.4	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_COSSB	Neg	GH	433	24	5.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	28	2	7.1	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_COSSB	Neg	GH	466	51	10.9	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	35	2	5.7	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_COSSB	Neg	GH	303	39	12.9	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	39	2	5.1	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_COSSB	Neg	GH	364	20	5.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	1789	62	3.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_COSSB	Neg	GH	87	7	8	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	2	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_COSSB	Neg	GH	27	3	11.1	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	39	1	2.6	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_COSSB	Neg	GH	447	29	6.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	45	1	2.2	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_COSSB	Neg	GH	255	16	6.3	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	24	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_COSSB	Neg	GH	367	47	12.8	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	36	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_COSSB	Neg	GH	599	33	5.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	35	1	2.9	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_COSSB	Neg	GH	393	28	7.1	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	20	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_COSSB	Neg	GH	199	11	5.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	20	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_COSSB	Neg	GH	376	32	8.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	37	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_COSSB	Neg	GH	374	22	5.9	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	78	8	10.3	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_COSSB	Neg	GH	587	95	16.2	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	18	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_COSSB	Neg	GH	315	21	6.7	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	134	3	2.2	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_COSSB	Neg	GH	11	4	36.4	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	38	1	2.6	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_COSSB	Neg	GH	439	25	5.7	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	3713	402	10.8	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_COSSB	Neg	GH	77	5	6.5	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	36	2	5.6	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_COSSB	Neg	GH	414	26	6.3	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_COSSB_FIXED	Neg	GH	1	0	0	PEAK_TEMP
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_COSSB	Neg	GH	9	1	11.1	PEAK_TEMP
