sample_id	plasmid	strand	call_type	filepath	read_count
61	PFC53_T3TERMSHORT_VR10	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_low.bed.tsv	463
61	PFC53_T3TERMSHORT_VR11	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_low.bed.tsv	445
61	PFC53_T3TERMSHORT_VR11	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_low.bed.tsv	362
61	PFC53_T3TERMSHORT_VR12	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_high.bed.tsv	485
61	PFC53_T3TERMSHORT_VR12	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_low.bed.tsv	485
61	PFC53_T3TERMSHORT_VR12	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_low.bed.tsv	313
61	PFC53_T3TERMSHORT_VR13	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_high.bed.tsv	665
61	PFC53_T3TERMSHORT_VR13	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_low.bed.tsv	665
61	PFC53_T3TERMSHORT_VR13	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_high.bed.tsv	571
61	PFC53_T3TERMSHORT_VR13	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_low.bed.tsv	571
61	PFC53_T3TERMSHORT_VR14	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_high.bed.tsv	510
61	PFC53_T3TERMSHORT_VR14	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_low.bed.tsv	510
61	PFC53_T3TERMSHORT_VR14	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_low.bed.tsv	407
61	PFC53_T3TERMSHORT_VR15	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_low.bed.tsv	299
61	PFC53_T3TERMSHORT_VR15	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_high.bed.tsv	264
61	PFC53_T3TERMSHORT_VR15	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_low.bed.tsv	264
61	PFC53_T3TERMSHORT_VR16	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Neg_call_low.bed.tsv	522
61	PFC53_T3TERMSHORT_VR16	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_high.bed.tsv	463
61	PFC53_T3TERMSHORT_VR16	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_low.bed.tsv	463
61	PFC53_T3TERMSHORT_VR17	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Neg_call_low.bed.tsv	295
61	PFC53_T3TERMSHORT_VR17	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Pos_call_low.bed.tsv	57
61	PFC53_T3TERMSHORT_VR18	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_high.bed.tsv	688
61	PFC53_T3TERMSHORT_VR18	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_low.bed.tsv	688
61	PFC53_T3TERMSHORT_VR18	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_high.bed.tsv	527
61	PFC53_T3TERMSHORT_VR18	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_low.bed.tsv	527
61	PFC53_T3TERMSHORT_VR19	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_low.bed.tsv	546
61	PFC53_T3TERMSHORT_VR19	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_high.bed.tsv	480
61	PFC53_T3TERMSHORT_VR19	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_low.bed.tsv	480
61	PFC53_T3TERMSHORT_VR20	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_high.bed.tsv	673
61	PFC53_T3TERMSHORT_VR20	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_low.bed.tsv	673
61	PFC53_T3TERMSHORT_VR20	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_high.bed.tsv	629
61	PFC53_T3TERMSHORT_VR20	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_low.bed.tsv	629
61	PFC53_T3TERMSHORT_VR21	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Neg_call_low.bed.tsv	108
61	PFC53_T3TERMSHORT_VR21	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Pos_call_low.bed.tsv	59
61	PFC53_T3TERMSHORT_VR22	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_high.bed.tsv	622
61	PFC53_T3TERMSHORT_VR22	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_low.bed.tsv	622
61	PFC53_T3TERMSHORT_VR22	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_high.bed.tsv	511
61	PFC53_T3TERMSHORT_VR22	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_low.bed.tsv	511
61	PFC53_T3TERMSHORT_VR23	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_high.bed.tsv	683
61	PFC53_T3TERMSHORT_VR23	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_low.bed.tsv	683
61	PFC53_T3TERMSHORT_VR23	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_high.bed.tsv	575
61	PFC53_T3TERMSHORT_VR23	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_low.bed.tsv	575
61	PFC53_T3TERMSHORT_VR24	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_high.bed.tsv	641
61	PFC53_T3TERMSHORT_VR24	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_low.bed.tsv	641
61	PFC53_T3TERMSHORT_VR24	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_high.bed.tsv	488
61	PFC53_T3TERMSHORT_VR24	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_low.bed.tsv	488
61	PFC53_T3TERMSHORT_VR25	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_high.bed.tsv	498
61	PFC53_T3TERMSHORT_VR25	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_low.bed.tsv	498
61	PFC53_T3TERMSHORT_VR25	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Pos_call_low.bed.tsv	127
61	PFC53_T3TERMSHORT_VR26	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_low.bed.tsv	604
61	PFC53_T3TERMSHORT_VR26	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_high.bed.tsv	449
61	PFC53_T3TERMSHORT_VR26	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_low.bed.tsv	449
61	PFC53_T3TERMSHORT_VR27	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_high.bed.tsv	478
61	PFC53_T3TERMSHORT_VR27	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_low.bed.tsv	478
61	PFC53_T3TERMSHORT_VR27	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_low.bed.tsv	300
61	PFC53_T3TERMSHORT_VR28	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_high.bed.tsv	353
61	PFC53_T3TERMSHORT_VR28	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_low.bed.tsv	353
61	PFC53_T3TERMSHORT_VR28	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_low.bed.tsv	281
61	PFC53_T3TERMSHORT_VR29	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_high.bed.tsv	808
61	PFC53_T3TERMSHORT_VR29	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_low.bed.tsv	808
61	PFC53_T3TERMSHORT_VR29	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_high.bed.tsv	642
61	PFC53_T3TERMSHORT_VR29	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_low.bed.tsv	642
61	PFC53_T3TERMSHORT_VR30	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Neg_call_low.bed.tsv	434
61	PFC53_T3TERMSHORT_VR30	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_low.bed.tsv	187
61	PFC53_T3TERMSHORT_VR31	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_low.bed.tsv	319
61	PFC53_T3TERMSHORT_VR31	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_low.bed.tsv	31
62	PFC53_T3TERMSHORT_VR01	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_high.bed.tsv	1857
62	PFC53_T3TERMSHORT_VR01	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_low.bed.tsv	1857
62	PFC53_T3TERMSHORT_VR01	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_high.bed.tsv	1559
62	PFC53_T3TERMSHORT_VR01	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_low.bed.tsv	1559
62	PFC53_T3TERMSHORT_VR02	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_high.bed.tsv	1056
62	PFC53_T3TERMSHORT_VR02	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_low.bed.tsv	1056
62	PFC53_T3TERMSHORT_VR02	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_high.bed.tsv	808
62	PFC53_T3TERMSHORT_VR02	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_low.bed.tsv	808
62	PFC53_T3TERMSHORT_VR03	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_high.bed.tsv	2299
62	PFC53_T3TERMSHORT_VR03	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_low.bed.tsv	2299
62	PFC53_T3TERMSHORT_VR03	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_high.bed.tsv	1826
62	PFC53_T3TERMSHORT_VR03	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_low.bed.tsv	1826
62	PFC53_T3TERMSHORT_VR04	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_high.bed.tsv	1131
62	PFC53_T3TERMSHORT_VR04	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_low.bed.tsv	1131
62	PFC53_T3TERMSHORT_VR04	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_high.bed.tsv	897
62	PFC53_T3TERMSHORT_VR04	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_low.bed.tsv	897
62	PFC53_T3TERMSHORT_VR05	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_high.bed.tsv	1103
62	PFC53_T3TERMSHORT_VR05	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_low.bed.tsv	1103
62	PFC53_T3TERMSHORT_VR05	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Pos_call_high.bed.tsv	918
62	PFC53_T3TERMSHORT_VR05	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Pos_call_low.bed.tsv	918
62	PFC53_T3TERMSHORT_VR06	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Neg_call_high.bed.tsv	1651
62	PFC53_T3TERMSHORT_VR06	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Neg_call_low.bed.tsv	1651
62	PFC53_T3TERMSHORT_VR06	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_high.bed.tsv	1381
62	PFC53_T3TERMSHORT_VR06	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_low.bed.tsv	1381
62	PFC53_T3TERMSHORT_VR07	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_high.bed.tsv	1426
62	PFC53_T3TERMSHORT_VR07	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_low.bed.tsv	1426
62	PFC53_T3TERMSHORT_VR07	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_high.bed.tsv	1217
62	PFC53_T3TERMSHORT_VR07	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_low.bed.tsv	1217
62	PFC53_T3TERMSHORT_VR08	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_high.bed.tsv	1138
62	PFC53_T3TERMSHORT_VR08	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_low.bed.tsv	1138
62	PFC53_T3TERMSHORT_VR08	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_low.bed.tsv	792
62	PFC53_T3TERMSHORT_VR09	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_low.bed.tsv	2185
62	PFC53_T3TERMSHORT_VR09	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_high.bed.tsv	1725
62	PFC53_T3TERMSHORT_VR09	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_low.bed.tsv	1725
62	PFC53_T3TERMSHORT_VR10	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_high.bed.tsv	1008
62	PFC53_T3TERMSHORT_VR10	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_low.bed.tsv	1008
62	PFC53_T3TERMSHORT_VR10	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_high.bed.tsv	823
62	PFC53_T3TERMSHORT_VR10	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_low.bed.tsv	823
62	PFC53_T3TERMSHORT_VR11	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_low.bed.tsv	942
62	PFC53_T3TERMSHORT_VR11	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_high.bed.tsv	823
62	PFC53_T3TERMSHORT_VR11	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_low.bed.tsv	823
62	PFC53_T3TERMSHORT_VR12	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_high.bed.tsv	959
62	PFC53_T3TERMSHORT_VR12	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_low.bed.tsv	959
62	PFC53_T3TERMSHORT_VR12	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_high.bed.tsv	612
62	PFC53_T3TERMSHORT_VR12	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_low.bed.tsv	612
62	PFC53_T3TERMSHORT_VR13	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_high.bed.tsv	1534
62	PFC53_T3TERMSHORT_VR13	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_low.bed.tsv	1534
62	PFC53_T3TERMSHORT_VR13	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_high.bed.tsv	1265
62	PFC53_T3TERMSHORT_VR13	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_low.bed.tsv	1265
62	PFC53_T3TERMSHORT_VR14	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_low.bed.tsv	1154
62	PFC53_T3TERMSHORT_VR14	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_high.bed.tsv	947
62	PFC53_T3TERMSHORT_VR14	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_low.bed.tsv	947
62	PFC53_T3TERMSHORT_VR15	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_high.bed.tsv	716
62	PFC53_T3TERMSHORT_VR15	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_low.bed.tsv	716
62	PFC53_T3TERMSHORT_VR15	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_high.bed.tsv	578
62	PFC53_T3TERMSHORT_VR15	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_low.bed.tsv	578
62	PFC53_T3TERMSHORT_VR16	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Neg_call_high.bed.tsv	1305
62	PFC53_T3TERMSHORT_VR16	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Neg_call_low.bed.tsv	1305
62	PFC53_T3TERMSHORT_VR16	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_low.bed.tsv	1001
62	PFC53_T3TERMSHORT_VR17	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Neg_call_low.bed.tsv	553
62	PFC53_T3TERMSHORT_VR17	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Pos_call_low.bed.tsv	110
62	PFC53_T3TERMSHORT_VR18	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_low.bed.tsv	1623
62	PFC53_T3TERMSHORT_VR18	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_high.bed.tsv	1302
62	PFC53_T3TERMSHORT_VR18	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_low.bed.tsv	1302
62	PFC53_T3TERMSHORT_VR19	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_high.bed.tsv	1362
62	PFC53_T3TERMSHORT_VR19	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_low.bed.tsv	1362
62	PFC53_T3TERMSHORT_VR19	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_high.bed.tsv	1065
62	PFC53_T3TERMSHORT_VR19	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_low.bed.tsv	1065
62	PFC53_T3TERMSHORT_VR20	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_high.bed.tsv	1460
62	PFC53_T3TERMSHORT_VR20	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_low.bed.tsv	1460
62	PFC53_T3TERMSHORT_VR20	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_high.bed.tsv	1188
62	PFC53_T3TERMSHORT_VR20	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_low.bed.tsv	1188
62	PFC53_T3TERMSHORT_VR21	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Neg_call_low.bed.tsv	144
62	PFC53_T3TERMSHORT_VR21	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Pos_call_low.bed.tsv	59
62	PFC53_T3TERMSHORT_VR22	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_high.bed.tsv	1472
62	PFC53_T3TERMSHORT_VR22	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_low.bed.tsv	1472
62	PFC53_T3TERMSHORT_VR22	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_high.bed.tsv	1169
62	PFC53_T3TERMSHORT_VR22	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_low.bed.tsv	1169
62	PFC53_T3TERMSHORT_VR23	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_high.bed.tsv	1669
62	PFC53_T3TERMSHORT_VR23	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_low.bed.tsv	1669
62	PFC53_T3TERMSHORT_VR23	Pos	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_high.bed.tsv	1353
62	PFC53_T3TERMSHORT_VR23	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_low.bed.tsv	1353
62	PFC53_T3TERMSHORT_VR24	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_high.bed.tsv	1486
62	PFC53_T3TERMSHORT_VR24	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_low.bed.tsv	1486
62	PFC53_T3TERMSHORT_VR24	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_low.bed.tsv	1100
62	PFC53_T3TERMSHORT_VR25	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_high.bed.tsv	922
62	PFC53_T3TERMSHORT_VR25	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_low.bed.tsv	922
62	PFC53_T3TERMSHORT_VR25	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Pos_call_low.bed.tsv	179
62	PFC53_T3TERMSHORT_VR26	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_high.bed.tsv	1427
62	PFC53_T3TERMSHORT_VR26	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_low.bed.tsv	1427
62	PFC53_T3TERMSHORT_VR26	Pos	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_low.bed.tsv	968
62	PFC53_T3TERMSHORT_VR27	Neg	high	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_high.bed.tsv	963
62	PFC53_T3TERMSHORT_VR27	Neg	low	mergedBed/PBEH2-62_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_low.bed.tsv	963
